decay_chain;isotope;occurrence;occurrence_error;post_radon;half_life;half_life_error;energy;energy_error;gamma_intensity;gamma_intensity_error
La283;138-La;100;0;0;0;0;903,542;0;0,12595656056847;0
La284;138-La;100;0;0;0;0;904,342;0;0,125493397204615;0
La285;138-La;100;0;0;0;0;905,142;0;0,125029438027419;0
La286;138-La;100;0;0;0;0;905,942;0;0,124562295596864;0
La287;138-La;100;0;0;0;0;906,742;0;0,124093561539629;0
La288;138-La;100;0;0;0;0;907,542;0;0,123622440042374;0
La289;138-La;100;0;0;0;0;908,342;0;0,123150522731779;0
La290;138-La;100;0;0;0;0;909,142;0;0,122674626354484;0
La291;138-La;100;0;0;0;0;909,942;0;0,12219793416385;0
La292;138-La;100;0;0;0;0;910,742;0;0,121718058719855;0
La293;138-La;100;0;0;0;0;911,542;0;0,121236591649181;0
La294;138-La;100;0;0;0;0;912,342;0;0,120751941325146;0
La295;138-La;100;0;0;0;0;913,142;0;0,120264903561092;0
La296;138-La;100;0;0;0;0;913,942;0;0,119775478357018;0
La297;138-La;100;0;0;0;0;914,742;0;0,119282869899585;0
La298;138-La;100;0;0;0;0;915,542;0;0,118788669815471;0
La299;138-La;100;0;0;0;0;916,342;0;0,118291286477997;0
La300;138-La;100;0;0;0;0;917,142;0;0,117790719887164;0
La301;138-La;100;0;0;0;0;917,942;0;0,117286970042971;0
La302;138-La;100;0;0;0;0;918,742;0;0,116781628572097;0
La303;138-La;100;0;0;0;0;919,542;0;0,116272308034524;0
La304;138-La;100;0;0;0;0;920,342;0;0,115759008430252;0
La305;138-La;100;0;0;0;0;921,142;0;0,115244117199299;0
La306;138-La;100;0;0;0;0;921,942;0;0,114724451088307;0
La307;138-La;100;0;0;0;0;922,742;0;0,114201601723954;0
La308;138-La;100;0;0;0;0;923,542;0;0,113676364919582;0
La309;138-La;100;0;0;0;0;924,342;0;0,11314714904851;0
La310;138-La;100;0;0;0;0;925,142;0;0,112614749924079;0
La311;138-La;100;0;0;0;0;925,942;0;0,112079167546287;0
La312;138-La;100;0;0;0;0;926,742;0;0,111538810288456;0
La313;138-La;100;0;0;0;0;927,542;0;0,110995269777265;0
La314;138-La;100;0;0;0;0;928,342;0;0,110447750199374;0
La315;138-La;100;0;0;0;0;929,142;0;0,109896251554783;0
La316;138-La;100;0;0;0;0;929,942;0;0,109341569656833;0
La317;138-La;100;0;0;0;0;930,742;0;0,108782112878842;0
La318;138-La;100;0;0;0;0;931,542;0;0,108218677034152;0
La319;138-La;100;0;0;0;0;932,342;0;0,107651262122762;0
La320;138-La;100;0;0;0;0;933,142;0;0,107079868144673;0
La321;138-La;100;0;0;0;0;933,942;0;0,106504495099883;0
La322;138-La;100;0;0;0;0;934,742;0;0,105924347175054;0
La323;138-La;100;0;0;0;0;935,542;0;0,105340220183525;0
La324;138-La;100;0;0;0;0;936,342;0;0,104751318311956;0
La325;138-La;100;0;0;0;0;937,142;0;0,104158437373688;0
La326;138-La;100;0;0;0;0;937,942;0;0,10356078155538;0
La327;138-La;100;0;0;0;0;938,742;0;0,102958350857032;0
La328;138-La;100;0;0;0;0;939,542;0;0,102351145278644;0
La329;138-La;100;0;0;0;0;940,342;0;0,101739960633556;0
La330;138-La;100;0;0;0;0;941,142;0;0,101123205295089;0
La331;138-La;100;0;0;0;0;941,942;0;0,100502470889922;0
La332;138-La;100;0;0;0;0;942,742;0;0,099876961604715;0
La333;138-La;100;0;0;0;0;943,542;0;0,099245881626129;0
La334;138-La;100;0;0;0;0;944,342;0;0,098610822580843;0
La335;138-La;100;0;0;0;0;945,142;0;0,097970192842177;0
La336;138-La;100;0;0;0;0;945,942;0;0,097324788223471;0
La337;138-La;100;0;0;0;0;946,742;0;0,096673812911385;0
La338;138-La;100;0;0;0;0;947,542;0;0,09601806271926;0
La339;138-La;100;0;0;0;0;948,342;0;0,095357537647095;0
La340;138-La;100;0;0;0;0;949,142;0;0,094692237694891;0
La341;138-La;100;0;0;0;0;949,942;0;0,094021367049306;0
La342;138-La;100;0;0;0;0;950,742;0;0,093344925710342;0
La343;138-La;100;0;0;0;0;951,542;0;0,092663709491338;0
La344;138-La;100;0;0;0;0;952,342;0;0,091976922578955;0
La345;138-La;100;0;0;0;0;953,142;0;0,091285360786532;0
La346;138-La;100;0;0;0;0;953,942;0;0,090588228300729;0
La347;138-La;100;0;0;0;0;954,742;0;0,089885525121546;0
La348;138-La;100;0;0;0;0;955,542;0;0,089178047062324;0
La349;138-La;100;0;0;0;0;956,342;0;0,088464998309721;0
La350;138-La;100;0;0;0;0;957,142;0;0,08774637886374;0
La351;138-La;100;0;0;0;0;957,942;0;0,087022984537718;0
La352;138-La;100;0;0;0;0;958,742;0;0,086294019518317;0
La353;138-La;100;0;0;0;0;959,542;0;0,085559483805536;0
La354;138-La;100;0;0;0;0;960,342;0;0,084819377399375;0
La355;138-La;100;0;0;0;0;961,142;0;0,084074496113175;0
La356;138-La;100;0;0;0;0;961,942;0;0,083324044133594;0
La357;138-La;100;0;0;0;0;962,742;0;0,082568021460635;0
La358;138-La;100;0;0;0;0;963,542;0;0,081807223907635;0
La359;138-La;100;0;0;0;0;964,342;0;0,081040855661256;0
La360;138-La;100;0;0;0;0;965,142;0;0,080268916721497;0
La361;138-La;100;0;0;0;0;965,942;0;0,079492123320364;0
La362;138-La;100;0;0;0;0;966,742;0;0,078709759225852;0
La363;138-La;100;0;0;0;0;967,542;0;0,077922381507297;0
La364;138-La;100;0;0;0;0;968,342;0;0,077129751420699;0
La365;138-La;100;0;0;0;0;969,142;0;0,07633210771006;0
La366;138-La;100;0;0;0;0;969,942;0;0,075529211631376;0
La367;138-La;100;0;0;0;0;970,742;0;0,074721301928651;0
La368;138-La;100;0;0;0;0;971,542;0;0,073908458183219;0
La369;138-La;100;0;0;0;0;972,342;0;0,073090600813744;0
La370;138-La;100;0;0;0;0;973,142;0;0,072267809401562;0
La371;138-La;100;0;0;0;0;973,942;0;0,07144024310934;0
La372;138-La;100;0;0;0;0;974,742;0;0,070607822355744;0
La373;138-La;100;0;0;0;0;975,542;0;0,069770706303442;0
La374;138-La;100;0;0;0;0;976,342;0;0,068928974533769;0
La375;138-La;100;0;0;0;0;977,142;0;0,068082706628058;0
La376;138-La;100;0;0;0;0;977,942;0;0,067231823004975;0
La377;138-La;100;0;0;0;0;978,742;0;0,066376641989857;0
La378;138-La;100;0;0;0;0;979,542;0;0,065517084001368;0
La379;138-La;100;0;0;0;0;980,342;0;0,064653387783512;0
La380;138-La;100;0;0;0;0;981,142;0;0,063785473754954;0
La381;138-La;100;0;0;0;0;981,942;0;0,062913580659697;0
La382;138-La;100;0;0;0;0;982,742;0;0,062037708497739;0
La383;138-La;100;0;0;0;0;983,542;0;0,061158175594418;0
La384;138-La;100;0;0;0;0;984,342;0;0,060274902368399;0
La385;138-La;100;0;0;0;0;985,142;0;0,059388127563684;0
La386;138-La;100;0;0;0;0;985,942;0;0,058497851180273;0
La387;138-La;100;0;0;0;0;986,742;0;0,057604311962169;0
La388;138-La;100;0;0;0;0;987,542;0;0,056707589490704;0
La389;138-La;100;0;0;0;0;988,342;0;0,055807922509882;0
La390;138-La;100;0;0;0;0;989,142;0;0,054905311019702;0
La391;138-La;100;0;0;0;0;989,942;0;0,054000152926834;0
La392;138-La;100;0;0;0;0;990,742;0;0,053092368649944;0
La393;138-La;100;0;0;0;0;991,542;0;0,0521821173517;0
La394;138-La;100;0;0;0;0;992,342;0;0,051269796938773;0
La395;138-La;100;0;0;0;0;993,142;0;0,050355486992496;0
La396;138-La;100;0;0;0;0;993,942;0;0,049439267094202;0
La397;138-La;100;0;0;0;0;994,742;0;0,048521375987895;0
La398;138-La;100;0;0;0;0;995,542;0;0,04760213199891;0
La399;138-La;100;0;0;0;0;996,342;0;0,046681614708581;0
La400;138-La;100;0;0;0;0;997,142;0;0,045760142442244;0
La401;138-La;100;0;0;0;0;997,942;0;0,044837794781233;0
La402;138-La;100;0;0;0;0;998,742;0;0,043914890050884;0
La403;138-La;100;0;0;0;0;999,542;0;0,042991666995199;0
La404;138-La;100;0;0;0;0;1000,342;0;0,042068284776846;0
La405;138-La;100;0;0;0;0;1001,142;0;0,041145061721161;0
La406;138-La;100;0;0;0;0;1001,942;0;0,040222236572146;0
La407;138-La;100;0;0;0;0;1002,742;0;0,039300127655137;0
La408;138-La;100;0;0;0;0;1003,542;0;0,038378894132802;0
La409;138-La;100;0;0;0;0;1004,342;0;0,037458774749142;0
La410;138-La;100;0;0;0;0;1005,142;0;0,036540167410829;0
La411;138-La;100;0;0;0;0;1005,942;0;0,035623390443198;0
La412;138-La;100;0;0;0;0;1006,742;0;0,034708603008917;0
La413;138-La;100;0;0;0;0;1007,542;0;0,033796203014655;0
La414;138-La;100;0;0;0;0;1008,342;0;0,032886508785749;0
La415;138-La;100;0;0;0;0;1009,142;0;0,031979759066202;0
La416;138-La;100;0;0;0;0;1009,942;0;0,031076351762681;0
La417;138-La;100;0;0;0;0;1010,742;0;0,030176684781859;0
La418;138-La;100;0;0;0;0;1011,542;0;0,029280917286403;0
La419;138-La;100;0;0;0;0;1012,342;0;0,028389526764316;0
La420;138-La;100;0;0;0;0;1013,142;0;0,027502911122269;0
La421;138-La;100;0;0;0;0;1013,942;0;0,026621388685598;0
La422;138-La;100;0;0;0;0;1014,742;0;0,025745277779639;0
La423;138-La;100;0;0;0;0;1015,542;0;0,024875135473729;0
La424;138-La;100;0;0;0;0;1016,342;0;0,024011120930537;0
La425;138-La;100;0;0;0;0;1017,142;0;0,023153870800734;0
La426;138-La;100;0;0;0;0;1017,942;0;0,022303623828323;0
La427;138-La;100;0;0;0;0;1018,742;0;0,021461016663976;0
La428;138-La;100;0;0;0;0;1019,542;0;0,020626208470361;0
La429;138-La;100;0;0;0;0;1020,342;0;0,019799835898148;0
La430;138-La;100;0;0;0;0;1021,142;0;0,01898229685401;0
La431;138-La;100;0;0;0;0;1021,942;0;0,018174068825949;0
La432;138-La;100;0;0;0;0;1022,742;0;0,017375629301969;0
La433;138-La;100;0;0;0;0;1023,542;0;0,016587455770075;0
La434;138-La;100;0;0;0;0;1024,342;0;0,015809946136936;0
La435;138-La;100;0;0;0;0;1025,142;0;0,015043816634559;0
La436;138-La;100;0;0;0;0;1025,942;0;0,014289306006945;0
La437;138-La;100;0;0;0;0;1026,742;0;0,013547130486101;0
La438;138-La;100;0;0;0;0;1027,542;0;0,012817687978695;0
La439;138-La;100;0;0;0;0;1028,342;0;0,012101774298069;0
La440;138-La;100;0;0;0;0;1029,142;0;0,011399707769559;0
La441;138-La;100;0;0;0;0;1029,942;0;0,010712045462501;0
La442;138-La;100;0;0;0;0;1030,742;0;0,010039503608903;0
La443;138-La;100;0;0;0;0;1031,542;0;0,009382639278102;0
La444;138-La;100;0;0;0;0;1032,342;0;0,008742009539436;0
La445;138-La;100;0;0;0;0;1033,142;0;0,008118171462243;0
La446;138-La;100;0;0;0;0;1033,942;0;0,00751191290173;0
La447;138-La;100;0;0;0;0;1034,742;0;0,0069237113459;0
La448;138-La;100;0;0;0;0;1035,542;0;0,006354267110493;0
La449;138-La;100;0;0;0;0;1036,342;0;0,005804240720582;0
La450;138-La;100;0;0;0;0;1037,142;0;0,00527430065937;0
La451;138-La;100;0;0;0;0;1037,942;0;0,004765123368199;0
La452;138-La;100;0;0;0;0;1038,742;0;0,004277393246539;0
La453;138-La;100;0;0;0;0;1039,542;0;0,003811842442663;0
La454;138-La;100;0;0;0;0;1040,342;0;0,003369163314178;0
La455;138-La;100;0;0;0;0;1041,142;0;0,002950088009357;0
La456;138-La;100;0;0;0;0;1041,942;0;0,002555380509004;0
La457;138-La;100;0;0;0;0;1042,742;0;0,002185780919528;0
La458;138-La;100;0;0;0;0;1043,542;0;0,001842053221733;0
La459;138-La;100;0;0;0;0;1044,342;0;0,001525001187094;0
La460;138-La;100;0;0;0;0;1045,142;0;0,00123539675455;0
La461;138-La;100;0;0;0;0;1045,942;0;0,000974067569975;0
La462;138-La;100;0;0;0;0;1046,742;0;0,000741818996468;0
La463;138-La;100;0;0;0;0;1047,542;0;0,000539498575237;0
La464;138-La;100;0;0;0;0;1048,342;0;0,000367954643303;0
La465;138-La;100;0;0;0;0;1049,142;0;0,000228049862325;0
La466;138-La;100;0;0;0;0;1049,942;0;0,000120661218604;0
La467;138-La;100;0;0;0;0;1050,742;0;4,66805005699047E-05;0
La468;138-La;100;0;0;0;0;1051,542;0;7,0151343823944E-06;0
