"decay_chain";"isotope";"occurrence";"occurrence_error";"post_radon";"half_life";"half_life_error";"energy";"energy_error";"gamma_intensity";"gamma_intensity_error"
"40-K";"40-K";100;0;0;0;0;1460,82;0,005;10,66;0,13
"232-Th";"232-Th";100;0;0;55,6;0,1;63,81;0,01;0,263;0,013
"232-Th";"232-Th";100;0;0;55,6;0,1;140,88;0,01;0,021;0,004
"232-Th";"228-Ra";100;0;0;55,6;0,1;0;0;0;0
"232-Th";"228-Ac";100;0;0;55,6;0,1;56,96;0,05;0,019;0,004
"232-Th";"228-Ac";100;0;0;55,6;0,1;57,766;0,005;0,47;0,03
"232-Th";"228-Ac";100;0;0;55,6;0,1;77,34;0,03;0,026;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;99,509;0,006;1,26;0,07
"232-Th";"228-Ac";100;0;0;55,6;0,1;100,41;0,03;0,093;0,013
"232-Th";"228-Ac";100;0;0;55,6;0,1;114,56;0,07;0,0098;0,0021
"232-Th";"228-Ac";100;0;0;55,6;0,1;129,065;0,001;2,42;0,09
"232-Th";"228-Ac";100;0;0;55,6;0,1;135,54;0,05;0,018;0,004
"232-Th";"228-Ac";100;0;0;55,6;0,1;137,91;0,05;0,024;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;141,02;0,03;0,05;0,008
"232-Th";"228-Ac";100;0;0;55,6;0,1;145,849;0,01;0,158;0,008
"232-Th";"228-Ac";100;0;0;55,6;0,1;153,977;0,01;0,722;0,021
"232-Th";"228-Ac";100;0;0;55,6;0,1;168,65;0,1;0,01;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;168,65;0,1;0,003;0,0007
"232-Th";"228-Ac";100;0;0;55,6;0,1;173,964;0,013;0,035;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;184,54;0,02;0,07;0,008
"232-Th";"228-Ac";100;0;0;55,6;0,1;191,353;0,01;0,123;0,008
"232-Th";"228-Ac";100;0;0;55,6;0,1;199,407;0,01;0,315;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;204,026;0,01;0,112;0,015
"232-Th";"228-Ac";100;0;0;55,6;0,1;209,253;0,006;3,89;0,07
"232-Th";"228-Ac";100;0;0;55,6;0,1;214,85;0,1;0,029;0,004
"232-Th";"228-Ac";100;0;0;55,6;0,1;214,85;0,05;0,76;0,11
"232-Th";"228-Ac";100;0;0;55,6;0,1;223,85;0,1;0,054;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;231,42;0,1;0,025;0,004
"232-Th";"228-Ac";100;0;0;55,6;0,1;257,52;0,1;0,03;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;263,58;0,1;0,04;0,004
"232-Th";"228-Ac";100;0;0;55,6;0,1;270,245;0,002;3,46;0,06
"232-Th";"228-Ac";100;0;0;55,6;0,1;278,95;0,05;0,031;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;278,95;0,05;0,16;0,021
"232-Th";"228-Ac";100;0;0;55,6;0,1;282;0,03;0,072;0,019
"232-Th";"228-Ac";100;0;0;55,6;0,1;321,646;0,008;0,226;0,011
"232-Th";"228-Ac";100;0;0;55,6;0,1;326,04;0,2;0,033;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;327,44;0;0,12;0,04
"232-Th";"228-Ac";100;0;0;55,6;0,1;328;0,006;2,95;0,12
"232-Th";"228-Ac";100;0;0;55,6;0,1;332,37;0,004;0,4;0,04
"232-Th";"228-Ac";100;0;0;55,6;0,1;338,32;0,003;11,27;0,19
"232-Th";"228-Ac";100;0;0;55,6;0,1;340,96;0,05;0,369;0,021
"232-Th";"228-Ac";100;0;0;55,6;0,1;356,94;0,1;0,017;0,0018
"232-Th";"228-Ac";100;0;0;55,6;0,1;372,57;0,2;0,0067;0,0015
"232-Th";"228-Ac";100;0;0;55,6;0,1;377,99;0,1;0,025;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;384,63;0,2;0,0067;0,0015
"232-Th";"228-Ac";100;0;0;55,6;0,1;389,12;0,15;0,0103;0,0015
"232-Th";"228-Ac";100;0;0;55,6;0,1;397,94;0,1;0,027;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;399,62;0,1;0,029;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;409,462;0,006;1,92;0,04
"232-Th";"228-Ac";100;0;0;55,6;0,1;416,3;0,2;0,0132;0,0021
"232-Th";"228-Ac";100;0;0;55,6;0,1;419,42;0,1;0,021;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;440,44;0,05;0,121;0,008
"232-Th";"228-Ac";100;0;0;55,6;0,1;449,15;0,05;0,048;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;452,47;0,1;0,015;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;457,17;0,15;0,015;0,0023
"232-Th";"228-Ac";100;0;0;55,6;0,1;463,004;0,006;4,4;0,07
"232-Th";"228-Ac";100;0;0;55,6;0,1;466,4;0,1;0,029;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;470,25;0,2;0,013;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;471,76;0,15;0,033;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;474,75;0,1;0,022;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;478,33;0,05;0,209;0,015
"232-Th";"228-Ac";100;0;0;55,6;0,1;480,94;0,2;0,023;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;490,33;0,15;0,0111;0,0023
"232-Th";"228-Ac";100;0;0;55,6;0,1;492,37;0,1;0,0235;0,0023
"232-Th";"228-Ac";100;0;0;55,6;0,1;497,49;0,15;0,0059;0,0018
"232-Th";"228-Ac";100;0;0;55,6;0,1;503,823;0,013;0,182;0,012
"232-Th";"228-Ac";100;0;0;55,6;0,1;508,959;0,017;0,45;0,05
"232-Th";"228-Ac";100;0;0;55,6;0,1;515,06;0,1;0,049;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;520,151;0,016;0,067;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;523,131;0,016;0,103;0,008
"232-Th";"228-Ac";100;0;0;55,6;0,1;540,76;0,1;0,026;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;546,47;0,05;0,201;0,013
"232-Th";"228-Ac";100;0;0;55,6;0,1;548,73;0,15;0,023;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;555,12;0,1;0,046;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;562,5;0,004;0,87;0,03
"232-Th";"228-Ac";100;0;0;55,6;0,1;570,91;0,1;0,182;0,024
"232-Th";"228-Ac";100;0;0;55,6;0,1;572,14;0,08;0,15;0,016
"232-Th";"228-Ac";100;0;0;55,6;0,1;583,41;0,05;0,111;0,01
"232-Th";"228-Ac";100;0;0;55,6;0,1;590,4;0;0,017;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;610,64;0,1;0,023;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;616,22;0,03;0,08;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;620,38;0,05;0,08;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;623,27;0,2;0,011;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;627,23;0,2;0,014;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;629,4;0,05;0,045;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;634,18;0,1;0,0106;0,0021
"232-Th";"228-Ac";100;0;0;55,6;0,1;640,34;0,03;0,054;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;648,84;0,1;0,04;0,004
"232-Th";"228-Ac";100;0;0;55,6;0,1;648,84;0,1;0,04;0,004
"232-Th";"228-Ac";100;0;0;55,6;0,1;651,51;0,03;0,09;0,008
"232-Th";"228-Ac";100;0;0;55,6;0,1;660,1;0,3;0,005;0
"232-Th";"228-Ac";100;0;0;55,6;0,1;663,82;0,1;0,028;0,006
"232-Th";"228-Ac";100;0;0;55,6;0,1;666,45;0,1;0,057;0,006
"232-Th";"228-Ac";100;0;0;55,6;0,1;666,45;0,1;0,005;0,002
"232-Th";"228-Ac";100;0;0;55,6;0,1;672;0,15;0,026;0,008
"232-Th";"228-Ac";100;0;0;55,6;0,1;674,16;0;0,109;0
"232-Th";"228-Ac";100;0;0;55,6;0,1;674,75;0;2,1;0,7
"232-Th";"228-Ac";100;0;0;55,6;0,1;677,11;0,1;0,062;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;684;0;0,019;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;688,1;0,05;0,067;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;688,1;0,05;0,067;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;692,5;0;0,0056;0,0007
"232-Th";"228-Ac";100;0;0;55,6;0,1;699,08;0,15;0,037;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;701,747;0,014;0,173;0,01
"232-Th";"228-Ac";100;0;0;55,6;0,1;707,41;0,05;0,155;0,015
"232-Th";"228-Ac";100;0;0;55,6;0,1;718,48;0,15;0,019;0,004
"232-Th";"228-Ac";100;0;0;55,6;0,1;726,863;0,015;0,62;0,08
"232-Th";"228-Ac";100;0;0;55,6;0,1;737,72;0,05;0,037;0,004
"232-Th";"228-Ac";100;0;0;55,6;0,1;755,315;0,004;1;0,03
"232-Th";"228-Ac";100;0;0;55,6;0,1;770,04;0;0,0063;0,0008
"232-Th";"228-Ac";100;0;0;55,6;0,1;772,291;0,005;1,49;0,03
"232-Th";"228-Ac";100;0;0;55,6;0,1;774,1;0,2;0,06;0
"232-Th";"228-Ac";100;0;0;55,6;0,1;776,56;0,1;0,019;0,006
"232-Th";"228-Ac";100;0;0;55,6;0,1;778,23;0;0,022;0,006
"232-Th";"228-Ac";100;0;0;55,6;0,1;782,142;0,005;0,485;0,019
"232-Th";"228-Ac";100;0;0;55,6;0,1;791,49;0,25;0,01;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;791,49;0,25;0,013;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;792,8;0;0,08;0
"232-Th";"228-Ac";100;0;0;55,6;0,1;794,947;0,005;4,25;0,07
"232-Th";"228-Ac";100;0;0;55,6;0,1;813,77;0,15;0,007;0,0016
"232-Th";"228-Ac";100;0;0;55,6;0,1;816,71;0,1;0,03;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;824,934;0,023;0,05;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;830,486;0,008;0,54;0,021
"232-Th";"228-Ac";100;0;0;55,6;0,1;835,71;0,006;1,61;0,06
"232-Th";"228-Ac";100;0;0;55,6;0,1;840,377;0,007;0,91;0,04
"232-Th";"228-Ac";100;0;0;55,6;0,1;853,17;0,1;0,0031;0,0004
"232-Th";"228-Ac";100;0;0;55,6;0,1;853,17;0,1;0,0088;0,0018
"232-Th";"228-Ac";100;0;0;55,6;0,1;870,46;0,04;0,044;0,004
"232-Th";"228-Ac";100;0;0;55,6;0,1;873,17;0,15;0,031;0,006
"232-Th";"228-Ac";100;0;0;55,6;0,1;874,44;0,07;0,047;0,01
"232-Th";"228-Ac";100;0;0;55,6;0,1;877,46;0,1;0,014;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;880,76;0,1;0,0062;0,0018
"232-Th";"228-Ac";100;0;0;55,6;0,1;887,33;0,1;0,027;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;901,23;0,15;0,016;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;904,2;0,04;0,77;0,03
"232-Th";"228-Ac";100;0;0;55,6;0,1;911,204;0,004;25,8;0,4
"232-Th";"228-Ac";100;0;0;55,6;0,1;918,97;0,1;0,027;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;921,98;0,1;0,0147;0,0021
"232-Th";"228-Ac";100;0;0;55,6;0,1;921,98;0,1;0,0147;0,0021
"232-Th";"228-Ac";100;0;0;55,6;0,1;924,03;0;0,0075;0,001
"232-Th";"228-Ac";100;0;0;55,6;0,1;930,93;0,1;0,0124;0,0018
"232-Th";"228-Ac";100;0;0;55,6;0,1;930,93;0,1;0,0124;0,0018
"232-Th";"228-Ac";100;0;0;55,6;0,1;939,87;0,15;0,009;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;944,196;0,014;0,095;0,008
"232-Th";"228-Ac";100;0;0;55,6;0,1;947,982;0,011;0,106;0,008
"232-Th";"228-Ac";100;0;0;55,6;0,1;958,61;0,04;0,28;0,04
"232-Th";"228-Ac";100;0;0;55,6;0,1;964,766;0,01;4,99;0,09
"232-Th";"228-Ac";100;0;0;55,6;0,1;968,971;0,017;15,8;0,3
"232-Th";"228-Ac";100;0;0;55,6;0,1;975,96;0,05;0,05;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;979,48;0,1;0,026;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;987,71;0,2;0,077;0,013
"232-Th";"228-Ac";100;0;0;55,6;0,1;988,63;0,2;0,077;0,013
"232-Th";"228-Ac";100;0;0;55,6;0,1;1000,69;0,15;0,005;0
"232-Th";"228-Ac";100;0;0;55,6;0,1;1013,58;0,2;0,0046;0,0013
"232-Th";"228-Ac";100;0;0;55,6;0,1;1016,44;0,15;0,019;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;1016,44;0,15;0,019;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;1017,92;0,2;0,0057;0,0013
"232-Th";"228-Ac";100;0;0;55,6;0,1;1019,86;0,1;0,021;0,004
"232-Th";"228-Ac";100;0;0;55,6;0,1;1033,248;0,009;0,201;0,013
"232-Th";"228-Ac";100;0;0;55,6;0,1;1039,65;0,15;0,044;0,009
"232-Th";"228-Ac";100;0;0;55,6;0,1;1040,92;0,15;0,044;0,009
"232-Th";"228-Ac";100;0;0;55,6;0,1;1053,09;0,2;0,013;0,004
"232-Th";"228-Ac";100;0;0;55,6;0,1;1054,11;0,2;0,018;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;1062,55;0,15;0,01;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;1065,18;0,04;0,132;0,01
"232-Th";"228-Ac";100;0;0;55,6;0,1;1074,71;0,15;0,01;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;1088,18;0,15;0,0059;0,0013
"232-Th";"228-Ac";100;0;0;55,6;0,1;1095,679;0,02;0,129;0,01
"232-Th";"228-Ac";100;0;0;55,6;0,1;1103,41;0,1;0,015;0,0023
"232-Th";"228-Ac";100;0;0;55,6;0,1;1110,61;0,01;0,019;0,01
"232-Th";"228-Ac";100;0;0;55,6;0,1;1110,61;0,01;0,285;0,023
"232-Th";"228-Ac";100;0;0;55,6;0,1;1117,63;0,1;0,054;0,008
"232-Th";"228-Ac";100;0;0;55,6;0,1;1135,24;0,15;0,0098;0,0015
"232-Th";"228-Ac";100;0;0;55,6;0,1;1142,85;0,15;0,0103;0,0021
"232-Th";"228-Ac";100;0;0;55,6;0,1;1148,12;0,15;0,0059;0,0013
"232-Th";"228-Ac";100;0;0;55,6;0,1;1153,52;0,04;0,139;0,01
"232-Th";"228-Ac";100;0;0;55,6;0,1;1157,14;0,15;0,007;0,0013
"232-Th";"228-Ac";100;0;0;55,6;0,1;1164,5;0,08;0,065;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;1175,31;0,1;0,024;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;1190,81;0,2;0,0062;0,0016
"232-Th";"228-Ac";100;0;0;55,6;0,1;1217,03;0,1;0,021;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;1229,4;0,15;0,0075;0,0023
"232-Th";"228-Ac";100;0;0;55,6;0,1;1245,05;0,2;0,095;0,018
"232-Th";"228-Ac";100;0;0;55,6;0,1;1247,08;0,04;0,5;0,03
"232-Th";"228-Ac";100;0;0;55,6;0,1;1250,04;0,1;0,062;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;1276,69;0,1;0,014;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;1286,27;0,2;0,05;0,01
"232-Th";"228-Ac";100;0;0;55,6;0,1;1287,68;0,2;0,08;0,015
"232-Th";"228-Ac";100;0;0;55,6;0,1;1309,71;0,2;0,019;0,006
"232-Th";"228-Ac";100;0;0;55,6;0,1;1315,34;0,1;0,015;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;1337,33;0,2;0,0049;0,0015
"232-Th";"228-Ac";100;0;0;55,6;0,1;1344,59;0,15;0,009;0,0018
"232-Th";"228-Ac";100;0;0;55,6;0,1;1347,5;0,15;0,015;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;1357,78;0,15;0,02;0,004
"232-Th";"228-Ac";100;0;0;55,6;0,1;1365,7;0,15;0,014;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;1374,19;0,1;0,014;0,004
"232-Th";"228-Ac";100;0;0;55,6;0,1;1378,23;0,1;0,0059;0,0018
"232-Th";"228-Ac";100;0;0;55,6;0,1;1385,39;0,1;0,0106;0,0021
"232-Th";"228-Ac";100;0;0;55,6;0,1;1401,49;0,1;0,012;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;1415,66;0,1;0,021;0,004
"232-Th";"228-Ac";100;0;0;55,6;0,1;1430,95;0,1;0,035;0,007
"232-Th";"228-Ac";100;0;0;55,6;0,1;1434,22;0,15;0,008;0,0023
"232-Th";"228-Ac";100;0;0;55,6;0,1;1438,01;0,1;0,0059;0,0015
"232-Th";"228-Ac";100;0;0;55,6;0,1;1451,4;0,15;0,0106;0,0021
"232-Th";"228-Ac";100;0;0;55,6;0,1;1459,138;0,015;0,83;0,08
"232-Th";"228-Ac";100;0;0;55,6;0,1;1469,71;0,15;0,02;0,004
"232-Th";"228-Ac";100;0;0;55,6;0,1;1480,37;0,15;0,016;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;1495,91;0,02;0,86;0,04
"232-Th";"228-Ac";100;0;0;55,6;0,1;1501,57;0,05;0,46;0,03
"232-Th";"228-Ac";100;0;0;55,6;0,1;1529,05;0,1;0,057;0,006
"232-Th";"228-Ac";100;0;0;55,6;0,1;1537,89;0,1;0,047;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;1548,65;0,04;0,038;0,004
"232-Th";"228-Ac";100;0;0;55,6;0,1;1557,11;0,04;0,178;0,013
"232-Th";"228-Ac";100;0;0;55,6;0,1;1559,85;0,2;0,02;0,004
"232-Th";"228-Ac";100;0;0;55,6;0,1;1571,52;0,2;0,0057;0,0016
"232-Th";"228-Ac";100;0;0;55,6;0,1;1573,26;0,05;0,033;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;1580,53;0,03;0,6;0,04
"232-Th";"228-Ac";100;0;0;55,6;0,1;1588,2;0,03;3,22;0,08
"232-Th";"228-Ac";100;0;0;55,6;0,1;1609,41;0,15;0,0077;0,0015
"232-Th";"228-Ac";100;0;0;55,6;0,1;1625,06;0,05;0,255;0,018
"232-Th";"228-Ac";100;0;0;55,6;0,1;1630,627;0,01;1,51;0,04
"232-Th";"228-Ac";100;0;0;55,6;0,1;1638,281;0,01;0,47;0,03
"232-Th";"228-Ac";100;0;0;55,6;0,1;1666,523;0,013;0,178;0,013
"232-Th";"228-Ac";100;0;0;55,6;0,1;1671,64;0,15;0,0041;0,0013
"232-Th";"228-Ac";100;0;0;55,6;0,1;1677,67;0,03;0,054;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;1684,01;0,2;0,015;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;1686,09;0,07;0,095;0,008
"232-Th";"228-Ac";100;0;0;55,6;0,1;1700,59;0,2;0,0101;0,0023
"232-Th";"228-Ac";100;0;0;55,6;0,1;1702,43;0,05;0,048;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;1706,19;0,1;0,0085;0,001
"232-Th";"228-Ac";100;0;0;55,6;0,1;1713,47;0,2;0,0054;0,001
"232-Th";"228-Ac";100;0;0;55,6;0,1;1721,4;0,3;0,0057;0,0021
"232-Th";"228-Ac";100;0;0;55,6;0,1;1724,21;0,04;0,029;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;1738,22;0,25;0,018;0,004
"232-Th";"228-Ac";100;0;0;55,6;0,1;1740,4;0,3;0,011;0,003
"232-Th";"228-Ac";100;0;0;55,6;0,1;1742;0,3;0,008;0,0023
"232-Th";"228-Ac";100;0;0;55,6;0,1;1745,28;0,2;0,0065;0,0008
"232-Th";"228-Ac";100;0;0;55,6;0,1;1750,54;0,2;0,008;0,0008
"232-Th";"228-Ac";100;0;0;55,6;0,1;1758,11;0,1;0,035;0,004
"232-Th";"228-Ac";100;0;0;55,6;0,1;1772,2;0,3;0,0018;0,0005
"232-Th";"228-Ac";100;0;0;55,6;0,1;1784,4;0,3;0,0059;0,001
"232-Th";"228-Ac";100;0;0;55,6;0,1;1787,3;0,5;0,0013;0,0005
"232-Th";"228-Ac";100;0;0;55,6;0,1;1795,1;0,5;0,0021;0,0008
"232-Th";"228-Ac";100;0;0;55,6;0,1;1797,5;0,5;0,0021;0,0008
"232-Th";"228-Ac";100;0;0;55,6;0,1;1800,86;0,2;0,0044;0,0008
"232-Th";"228-Ac";100;0;0;55,6;0,1;1823,22;0,1;0,044;0,004
"232-Th";"228-Ac";100;0;0;55,6;0,1;1826,7;0,3;0,0021;0,0008
"232-Th";"228-Ac";100;0;0;55,6;0,1;1835,43;0,1;0,038;0,004
"232-Th";"228-Ac";100;0;0;55,6;0,1;1842,13;0,1;0,042;0,004
"232-Th";"228-Ac";100;0;0;55,6;0,1;1850,13;0,2;0,0044;0,0008
"232-Th";"228-Ac";100;0;0;55,6;0,1;1870,83;0,1;0,0243;0,0023
"232-Th";"228-Ac";100;0;0;55,6;0,1;1879,6;0,3;0,0013;0,0005
"232-Th";"228-Ac";100;0;0;55,6;0,1;1887,1;0,05;0,09;0,008
"232-Th";"228-Ac";100;0;0;55,6;0,1;1900,07;0,2;0,0028;0,0005
"232-Th";"228-Ac";100;0;0;55,6;0,1;1907,18;0,2;0,0119;0,001
"232-Th";"228-Ac";100;0;0;55,6;0,1;1915,9;0,4;0,0008;0,0003
"232-Th";"228-Ac";100;0;0;55,6;0,1;1919,5;0,3;0,0021;0,0005
"232-Th";"228-Ac";100;0;0;55,6;0,1;1929,78;0,2;0,0199;0,0021
"232-Th";"228-Ac";100;0;0;55,6;0,1;1936,3;0,3;0,0021;0,0005
"232-Th";"228-Ac";100;0;0;55,6;0,1;1944,2;0,2;0,0021;0,0005
"232-Th";"228-Ac";100;0;0;55,6;0,1;1952,33;0,15;0,059;0,005
"232-Th";"228-Ac";100;0;0;55,6;0,1;1955,9;0,5;0,0008;0,0003
"232-Th";"228-Ac";100;0;0;55,6;0,1;1958,4;0,3;0,0015;0,0005
"232-Th";"228-Ac";100;0;0;55,6;0,1;1965,24;0,2;0,0204;0,0018
"232-Th";"228-Ac";100;0;0;55,6;0,1;1971,9;0,3;0,0036;0,0008
"232-Th";"228-Ac";100;0;0;55,6;0,1;1979,3;0,3;0,0018;0,0005
"232-Th";"228-Ac";100;0;0;55,6;0,1;2000,9;0,5;0,001;0,0003
"232-Th";"228-Ac";100;0;0;55,6;0,1;2029,4;0,5;0,0018;0,0005
"232-Th";"228-Th";100;0;0;55,6;0,1;74,4;0,1;0,00039;0,00014
"232-Th";"228-Th";100;0;0;55,6;0,1;84,373;0,003;1,19;0,04
"232-Th";"228-Th";100;0;0;55,6;0,1;131,613;0,004;0,127;0,004
"232-Th";"228-Th";100;0;0;55,6;0,1;142;0,5;0,0000013;0,0000005
"232-Th";"228-Th";100;0;0;55,6;0,1;166,41;0,004;0,101;0,003
"232-Th";"228-Th";100;0;0;55,6;0,1;182,2;0,2;0,0000051;0,0000018
"232-Th";"228-Th";100;0;0;55,6;0,1;205,93;0,05;0,0191;0,0008
"232-Th";"228-Th";100;0;0;55,6;0,1;215,983;0,005;0,247;0,008
"232-Th";"228-Th";100;0;0;55,6;0,1;228,5;0,2;0,000018;0,000004
"232-Th";"228-Th";100;0;0;55,6;0,1;700,5;0,5;0,00000297;0,00000008
"232-Th";"228-Th";100;0;0;55,6;0,1;742,2;0,5;0,0000014;0,0000005
"232-Th";"228-Th";100;0;0;55,6;0,1;832;0,2;0,0000143;0,0000024
"232-Th";"228-Th";100;0;0;55,6;0,1;908,1;0,1;0,00000166;0,00000005
"232-Th";"228-Th";100;0;0;55,6;0,1;992,9;1;0,00000143;0,00000004
"232-Th";"224-Ra";100;0;0;55,6;0,1;240,986;0,006;4,1;0,05
"232-Th";"224-Ra";100;0;0;55,6;0,1;292,7;0,1;0,0062;0,0007
"232-Th";"224-Ra";100;0;0;55,6;0,1;404,2;0,2;0,0022;0,0005
"232-Th";"224-Ra";100;0;0;55,6;0,1;422,04;0,1;0,003;0,0005
"232-Th";"224-Ra";100;0;0;55,6;0,1;645,5;0,1;0,0054;0,0009
"232-Th";"220-Rn";100;0;1;55,6;0,1;549,73;0,05;0,114;0,017
"232-Th";"216-Po";100;0;1;55,6;0,1;804,9;0,5;0,0019;0,0003
"232-Th";"212-Pb";100;0;1;55,6;0,1;42,11;0;0;0
"232-Th";"212-Pb";100;0;1;55,6;0,1;47,91;0;0;0
"232-Th";"212-Pb";100;0;1;55,6;0,1;48,56;0;0;0
"232-Th";"212-Pb";100;0;1;55,6;0,1;52,91;0;0;0
"232-Th";"212-Pb";100;0;1;55,6;0,1;56,72;0;0;0
"232-Th";"212-Pb";100;0;1;55,6;0,1;115,183;0,005;0,596;0,009
"232-Th";"212-Pb";100;0;1;55,6;0,1;123,5;0;0;0
"232-Th";"212-Pb";100;0;1;55,6;0,1;164,2;0;0;0
"232-Th";"212-Pb";100;0;1;55,6;0,1;176,68;0,05;0,052;0,006
"232-Th";"212-Pb";100;0;1;55,6;0,1;238,632;0,002;43,6;0,5
"232-Th";"212-Pb";100;0;1;55,6;0,1;300,087;0,01;3,3;0,04
"232-Th";"212-Pb";100;0;1;55,6;0,1;415,2;0;0,0131;0,0022
"232-Th";"212-Bi";100;0;1;55,6;0,1;39,857;0,004;1,06;0,09
"232-Th";"212-Bi";100;0;1;55,6;0,1;124,1;0;0;0
"232-Th";"212-Bi";100;0;1;55,6;0,1;130;0;0;0
"232-Th";"212-Bi";100;0;1;55,6;0,1;144,94;0;0;0
"232-Th";"212-Bi";100;0;1;55,6;0,1;180,2;0;0,0032;0,0013
"232-Th";"212-Bi";100;0;1;55,6;0,1;288,2;0,04;0,337;0,003
"232-Th";"212-Bi";100;0;1;55,6;0,1;328,03;0,04;0,125;0,006
"232-Th";"212-Bi";100;0;1;55,6;0,1;433,7;0,5;0,017;0,003
"232-Th";"212-Bi";100;0;1;55,6;0,1;452,98;0,05;0,363;0,003
"232-Th";"212-Bi";100;0;1;55,6;0,1;473;0,7;0,05;0,004
"232-Th";"212-Bi";100;0;1;55,6;0,1;493,3;0,7;0,003594;0,000006
"232-Th";"212-Bi";100;0;1;55,6;0,1;576;0;0,0003594;0,0000006
"232-Th";"212-Bi";100;0;1;55,6;0,1;620;0;0,0010782;0,0000018
"232-Th";"212-Bi";100;0;1;55,6;0,1;727,33;0,009;6,67;0,09
"232-Th";"212-Bi";100;0;1;55,6;0,1;785,37;0,08;1,102;0,013
"232-Th";"212-Bi";100;0;1;55,6;0,1;893,408;0,005;0,378;0,019
"232-Th";"212-Bi";100;0;1;55,6;0,1;952,12;0,011;0,17;0,03
"232-Th";"212-Bi";100;0;1;55,6;0,1;1073,6;0,2;0,016;0,0019
"232-Th";"212-Bi";100;0;1;55,6;0,1;1078,62;0,1;0,564;0,019
